"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Java File Path"
"android.provider.ProviderNames.XMPP","false","false","false","false","false","String","""XMPP""","","","\android\provider\Contacts.java"
"android.provider.Contacts.CONTENT_EMAIL_ITEM_TYPE","true","false","false","true","true","String","""vnd.android.cursor.item/email""","@Deprecated","/**
 * The MIME type of a {@link #CONTENT_URI} sub-directory of a single
 * {@link Contacts#KIND_EMAIL} entry.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.XMPP","false","false","false","false","false","String","""XMPP""","","","\android\provider\Contacts.java"
"android.provider.Intents.COMPANY","true","false","false","true","true","String","ContactsContract.Intents.Insert.COMPANY","@Deprecated","/**
 * The extra field for the contact company.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.PROTOCOL_YAHOO","true","false","false","true","true","int","2","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.PROTOCOL_ICQ","true","false","false","true","true","int","6","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.People.PRIMARY_EMAIL_ID","true","false","false","true","true","String","""primary_email""","@Deprecated","/**
 * The ID of the persons preferred email.
 * <P>Type: INTEGER (foreign key to contact_methods table on the
 * _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.DATA","true","false","false","true","true","String","""data""","@Deprecated","/**
 * The image data, or null if there is no image.
 * <P>Type: BLOB</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.FILTER_CONTACTS_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.FILTER_CONTACTS_ACTION","@Deprecated","/**
 * Activity Action: Display a filtered list of contacts
 * <p>
 * Input: Extra field {@link #FILTER_TEXT_EXTRA_KEY} is the text to use for
 * filtering
 * <p>
 * Output: Nothing.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Groups.CONTENT_ITEM_TYPE","true","false","false","true","true","String","""vnd.android.cursor.item/contactsgroup""","@Deprecated","/**
 * The MIME type of a {@link #CONTENT_URI} subdirectory of a single
 * group.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PhonesColumns.ISPRIMARY","true","false","false","true","true","String","""isprimary""","@Deprecated","/**
 * Whether this is the primary phone number
 * <P>Type: INTEGER (if set, non-0 means true)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Insert.ACTION","true","false","false","true","true","String","ContactsContract.Intents.Insert.ACTION","@Deprecated","/**
 * The action code to use when adding a contact
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.KIND_PHONE","true","false","false","true","true","int","5","@Deprecated","/**
 * Signifies an Phone row that is stored in the Phones table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/extensions"")","@Deprecated","/**
 * The content:// style URL for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.KIND_EMAIL","true","false","false","true","true","int","1","@Deprecated","/**
 * Signifies an email address row that is stored in the ContactMethods table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.LIST_FREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_FREQUENT_ACTION","@Deprecated","/**
 * The action for the frequent contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Groups.GROUP_ANDROID_STARRED","true","false","false","true","true","String","""Starred in Android""","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.DO_NOT_DISTURB","false","false","false","false","false","int","ContactsContract.StatusUpdates.DO_NOT_DISTURB","","","\android\provider\Contacts.java"
"android.provider.Insert.POSTAL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.POSTAL_TYPE","@Deprecated","/**
 * The extra field for the contact postal address type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.GROUP_MY_CONTACTS","true","false","false","true","true","String","""Contacts""","@Deprecated","/**
 * The ""My Contacts"" system group.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.People.CONTENT_TYPE","true","false","false","true","true","String","""vnd.android.cursor.dir/person""","@Deprecated","/**
 * The MIME type of {@link #CONTENT_URI} providing a directory of
 * people.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.LIST_DEFAULT","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_DEFAULT","@Deprecated","/**
 * The action for the default contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.SKYPE","false","false","false","false","false","String","""SKYPE""","","","\android\provider\Contacts.java"
"android.provider.Insert.SECONDARY_PHONE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_PHONE","@Deprecated","/**
 * The extra field for an optional second contact phone number.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.LIST_DEFAULT","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_DEFAULT","@Deprecated","/**
 * The action for the default contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PRESENCE_CUSTOM_STATUS","false","false","false","false","false","String","ContactsContract.StatusUpdates.STATUS","","/**
 * The user defined status line.
 * <P>Type: TEXT</P>
 */
","\android\provider\Contacts.java"
"android.provider.ProviderNames.ICQ","false","false","false","false","false","String","""ICQ""","","","\android\provider\Contacts.java"
"android.provider.Contacts.LOCAL_VERSION","true","false","false","true","true","String","""local_version""","@Deprecated","/**
 * The _SYNC_VERSION of the photo that was last downloaded
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.UI.FILTER_TEXT_EXTRA_KEY","true","false","false","true","true","String","ContactsContract.Intents.UI.FILTER_TEXT_EXTRA_KEY","@Deprecated","/**
 * Used as an int extra field in {@link #FILTER_CONTACTS_ACTION}
 * intents to supply the text on which to filter.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.PHONETIC_NAME","true","false","false","true","true","String","ContactsContract.Intents.Insert.PHONETIC_NAME","@Deprecated","/**
 * The extra field for the contact phonetic name.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.EMAIL_ISPRIMARY","true","false","false","true","true","String","ContactsContract.Intents.Insert.EMAIL_ISPRIMARY","@Deprecated","/**
 * The extra field for the email isprimary flag.
 * <P>Type: boolean</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.MOBILE_EMAIL_TYPE_NAME","true","false","false","true","true","String","""_AUTO_CELL""","@Deprecated","/**
 * @hide This is temporal. TYPE_MOBILE should be added to TYPE in the future.
 * This is not ""mobile"" but ""CELL"" since vCard uses it for identifying mobile phone.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.OrganizationColumns.ISPRIMARY","true","false","false","true","true","String","""isprimary""","@Deprecated","/**
 * Whether this is the primary organization
 * <P>Type: INTEGER (if set, non-0 means true)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.FILTER_TEXT_EXTRA_KEY","true","false","false","true","true","String","ContactsContract.Intents.UI.FILTER_TEXT_EXTRA_KEY","@Deprecated","/**
 * Used as an int extra field in {@link #FILTER_CONTACTS_ACTION}
 * intents to supply the text on which to filter.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.QQ","false","false","false","false","false","String","""QQ""","","","\android\provider\Contacts.java"
"android.provider.Intents.SEARCH_SUGGESTION_CLICKED","true","false","false","true","true","String","ContactsContract.Intents.SEARCH_SUGGESTION_CLICKED","@Deprecated","/**
 * This is the intent that is fired when a search suggestion is clicked on.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PROTOCOL_MSN","true","false","false","true","true","int","1","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.GTALK","false","false","false","false","false","String","""GTalk""","","","\android\provider\Contacts.java"
"android.provider.Contacts.ISPRIMARY","true","false","false","true","true","String","""isprimary""","@Deprecated","/**
 * Whether this is the primary organization
 * <P>Type: INTEGER (if set, non-0 means true)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.CONTENT_EMAIL_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/contact_methods/email"")","@Deprecated","/**
 * The content:// style URL for sub-directory of e-mail addresses.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethodsColumns.TYPE_HOME","true","false","false","true","true","int","1","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Groups.DELETED_CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/deleted_groups"")","@Deprecated","/**
 * The content:// style URL for the table that holds the deleted
 * groups.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.TERTIARY_EMAIL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_EMAIL_TYPE","@Deprecated","/**
 * The extra field for an optional third contact email type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.GTALK","false","false","false","false","false","String","""GTalk""","","","\android\provider\Contacts.java"
"android.provider.GroupMembership.CONTENT_TYPE","true","false","false","true","true","String","""vnd.android.cursor.dir/contactsgroupmembership""","@Deprecated","/**
 * The MIME type of {@link #CONTENT_URI} providing a directory of all
 * person groups.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PhotosColumns.DATA","true","false","false","true","true","String","""data""","@Deprecated","/**
 * The image data, or null if there is no image.
 * <P>Type: BLOB</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PresenceColumns.PRESENCE_STATUS","false","false","false","false","false","String","ContactsContract.StatusUpdates.PRESENCE","","/**
 * The server defined status.
 * <P>Type: INTEGER (one of the values below)</P>
 */
","\android\provider\Contacts.java"
"android.provider.Insert.IM_HANDLE","true","false","false","true","true","String","ContactsContract.Intents.Insert.IM_HANDLE","@Deprecated","/**
 * The extra field for an IM handle.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.People.CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/people"")","@Deprecated","/**
 * The content:// style URL for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Insert.EMAIL_ISPRIMARY","true","false","false","true","true","String","ContactsContract.Intents.Insert.EMAIL_ISPRIMARY","@Deprecated","/**
 * The extra field for the email isprimary flag.
 * <P>Type: boolean</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Photos.CONTENT_DIRECTORY","true","false","false","true","true","String","""photo""","@Deprecated","/**
 * The directory twig for this sub-table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.SKYPE","false","false","false","false","false","String","""SKYPE""","","","\android\provider\Contacts.java"
"android.provider.Insert.SECONDARY_EMAIL","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_EMAIL","@Deprecated","/**
 * The extra field for an optional second contact email address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.UI.LIST_STREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_STREQUENT_ACTION","@Deprecated","/**
 * The action for the ""strequent"" contacts list tab. It first lists the starred
 * contacts in alphabetical order and then the frequent contacts in descending
 * order of the number of times they have been contacted.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.FULL_MODE","true","false","false","true","true","String","ContactsContract.Intents.Insert.FULL_MODE","@Deprecated","/**
 * If present, forces a bypass of quick insert mode.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Insert.NAME","true","false","false","true","true","String","ContactsContract.Intents.Insert.NAME","@Deprecated","/**
 * The extra field for the contact name.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.POSTAL_LOCATION_LATITUDE","true","false","false","true","true","String","DATA","@Deprecated","/**
 * The column with latitude data for postal locations
 * <P>Type: REAL</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.IM_PROTOCOL","true","false","false","true","true","String","ContactsContract.Intents.Insert.IM_PROTOCOL","@Deprecated","/**
 * The extra field for the IM protocol
 * <P>Type: the result of {@link Contacts.ContactMethods#encodePredefinedImProtocol}
 * or {@link Contacts.ContactMethods#encodeCustomImProtocol}.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.GROUP_SYNC_ACCOUNT_TYPE","true","false","false","true","true","String","""group_sync_account_type""","@Deprecated","/**
 * The account type of the group.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PROTOCOL_SKYPE","true","false","false","true","true","int","3","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.UI.LIST_FREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_FREQUENT_ACTION","@Deprecated","/**
 * The action for the frequent contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.ATTACH_IMAGE","true","false","false","true","true","String","ContactsContract.Intents.ATTACH_IMAGE","@Deprecated","/**
 * Starts an Activity that lets the user pick a contact to attach an image to.
 * After picking the contact it launches the image cropper in face detection mode.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.TERTIARY_PHONE","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_PHONE","@Deprecated","/**
 * The extra field for an optional third contact phone number.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.TYPE","true","false","false","true","true","String","""type""","@Deprecated","/**
 * The type of the organizations.
 * <P>Type: INTEGER (one of the constants below)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Extensions.DEFAULT_SORT_ORDER","true","false","false","true","true","String","""person, name ASC""","@Deprecated","/**
 * The default sort order for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.CONTENT_EMAIL_TYPE","true","false","false","true","true","String","""vnd.android.cursor.dir/email""","@Deprecated","/**
 * The MIME type of a {@link #CONTENT_EMAIL_URI} sub-directory of
 * multiple {@link Contacts#KIND_EMAIL} entries.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.PROTOCOL_QQ","true","false","false","true","true","int","4","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PRIMARY_PHONE_ID","true","false","false","true","true","String","""primary_phone""","@Deprecated","/**
 * The ID of the persons preferred phone number.
 * <P>Type: INTEGER (foreign key to phones table on the _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethodsColumns.LABEL","true","false","false","true","true","String","""label""","@Deprecated","/**
 * The user defined label for the the contact method.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PresenceColumns.IM_HANDLE","true","false","false","true","true","String","""im_handle""","@Deprecated","/**
 * The IM handle the presence item is for. The handle is scoped to
 * the {@link #IM_PROTOCOL}.
 * <P>Type: STRING</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.SECONDARY_PHONE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_PHONE","@Deprecated","/**
 * The extra field for an optional second contact phone number.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.GroupsColumns.SHOULD_SYNC","true","false","false","true","true","String","""should_sync""","@Deprecated","/**
 * Whether this group should be synced if the SYNC_EVERYTHING settings is false
 * for this group's account.
 * <P>Type: INTEGER (boolean)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.GROUP_SYNC_ACCOUNT","true","false","false","true","true","String","""group_sync_account""","@Deprecated","/**
 * The account of the group.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.People.CONTENT_DIRECTORY","true","false","false","true","true","String","""extensions""","@Deprecated","/**
 * The directory twig for this sub-table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.TYPE_HOME","true","false","false","true","true","int","1","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PRIORITY","false","false","false","false","false","String","""priority""","","/**
 * The priority, an integer, used by XMPP presence
 * <P>Type: INTEGER</P>
 */
","\android\provider\Contacts.java"
"android.provider.Insert.TERTIARY_EMAIL","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_EMAIL","@Deprecated","/**
 * The extra field for an optional third contact email address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.People.PRIMARY_ORGANIZATION_ID","true","false","false","true","true","String","""primary_organization""","@Deprecated","/**
 * The ID of the persons preferred organization.
 * <P>Type: INTEGER (foreign key to organizations table on the
 * _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PHONE_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.PHONE_TYPE","@Deprecated","/**
 * The extra field for the contact phone number type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.PhonesColumns PhonesColumns},
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Settings.DEFAULT_SORT_ORDER","true","false","false","true","true","String","""key ASC""","@Deprecated","/**
 * The default sort order for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.LIST_GROUP_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_GROUP_ACTION","@Deprecated","/**
 * The action for the contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.AWAY","false","false","false","false","false","int","ContactsContract.StatusUpdates.AWAY","","","\android\provider\Contacts.java"
"android.provider.PhotosColumns.LOCAL_VERSION","true","false","false","true","true","String","""local_version""","@Deprecated","/**
 * The _SYNC_VERSION of the photo that was last downloaded
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.POSTAL","true","false","false","true","true","String","ContactsContract.Intents.Insert.POSTAL","@Deprecated","/**
 * The extra field for the contact postal address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Insert.IM_PROTOCOL","true","false","false","true","true","String","ContactsContract.Intents.Insert.IM_PROTOCOL","@Deprecated","/**
 * The extra field for the IM protocol
 * <P>Type: the result of {@link Contacts.ContactMethods#encodePredefinedImProtocol}
 * or {@link Contacts.ContactMethods#encodeCustomImProtocol}.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.FILTER_TEXT_EXTRA_KEY","true","false","false","true","true","String","ContactsContract.Intents.UI.FILTER_TEXT_EXTRA_KEY","@Deprecated","/**
 * Used as an int extra field in {@link #FILTER_CONTACTS_ACTION}
 * intents to supply the text on which to filter.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PhonesColumns.TYPE_PAGER","true","false","false","true","true","int","6","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Organizations.CONTENT_DIRECTORY","true","false","false","true","true","String","""organizations""","@Deprecated","/**
 * The directory twig for this sub-table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ProviderNames.YAHOO","false","false","false","false","false","String","""Yahoo""","","// 
","\android\provider\Contacts.java"
"android.provider.Intents.LIST_FREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_FREQUENT_ACTION","@Deprecated","/**
 * The action for the frequent contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.KIND_IM","true","false","false","true","true","int","3","@Deprecated","/**
 * Signifies an IM address row that is stored in the ContactMethods table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.DEFAULT_SORT_ORDER","true","false","false","true","true","String","""name ASC""","@Deprecated","/**
 * The default sort order for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.QQ","false","false","false","false","false","String","""QQ""","","","\android\provider\Contacts.java"
"android.provider.Contacts.CONTENT_EMAIL_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/contact_methods/email"")","@Deprecated","/**
 * The content:// style URL for sub-directory of e-mail addresses.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.NAME","true","false","false","true","true","String","ContactsContract.Intents.Insert.NAME","@Deprecated","/**
 * The extra field for the contact name.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.PROTOCOL_GOOGLE_TALK","true","false","false","true","true","int","5","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.TYPE_PAGER","true","false","false","true","true","int","6","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Settings.CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/settings"")","@Deprecated","/**
 * The content:// style URL for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.OrganizationColumns.TYPE_OTHER","true","false","false","true","true","int","2","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.OrganizationColumns.TYPE_WORK","true","false","false","true","true","int","1","@Deprecated","/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Intents.SECONDARY_EMAIL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_EMAIL_TYPE","@Deprecated","/**
 * The extra field for an optional second contact email type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.SECONDARY_EMAIL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_EMAIL_TYPE","@Deprecated","/**
 * The extra field for an optional second contact email type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PeopleColumns.DISPLAY_NAME","true","false","false","true","true","String","""display_name""","@Deprecated","/**
 * The display name. If name is not null name, else if number is not null number,
 * else if email is not null email.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.PresenceColumns.INVISIBLE","false","false","false","false","false","int","ContactsContract.StatusUpdates.INVISIBLE","","","\android\provider\Contacts.java"
"android.provider.Intents.TERTIARY_EMAIL","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_EMAIL","@Deprecated","/**
 * The extra field for an optional third contact email address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Insert.SECONDARY_PHONE_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_PHONE_TYPE","@Deprecated","/**
 * The extra field for an optional second contact phone number type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.PhonesColumns PhonesColumns},
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ProviderNames.AIM","false","false","false","false","false","String","""AIM""","","","\android\provider\Contacts.java"
"android.provider.Insert.COMPANY","true","false","false","true","true","String","ContactsContract.Intents.Insert.COMPANY","@Deprecated","/**
 * The extra field for the contact company.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.ContactMethods.JABBER","false","false","false","false","false","String","""JABBER""","","","\android\provider\Contacts.java"
"android.provider.ContactMethods.CONTENT_POSTAL_TYPE","true","false","false","true","true","String","""vnd.android.cursor.dir/postal-address""","@Deprecated","/**
 * The MIME type of a {@link #CONTENT_EMAIL_URI} sub-directory of
 * multiple {@link Contacts#KIND_POSTAL} entries.
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
"android.provider.Contacts.DISPLAY_NAME","true","false","false","true","true","String","""display_name""","@Deprecated","/**
 * The display name. If name is not null name, else if number is not null number,
 * else if email is not null email.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
","\android\provider\Contacts.java"
