"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Class"
"EFFECT_WHITEBOARD","true","false","false","true","true","String","""whiteboard""","[]","Optional.empty","\android\hardware\Camera.java"
"ANTIBANDING_50HZ","true","false","false","true","true","String","""50hz""","[]","Optional.empty","\android\hardware\Camera.java"
"EFFECT_SOLARIZE","true","false","false","true","true","String","""solarize""","[]","Optional.empty","\android\hardware\Camera.java"
"PREVIEW_FPS_MAX_INDEX","true","false","false","true","true","int","1","[]","Optional[/**
 * The array index of maximum preview fps for use with {@link
 * #getPreviewFpsRange(int[])} or {@link
 * #getSupportedPreviewFpsRange()}.
 */
]","\android\hardware\Camera.java"
"KEY_MAX_ZOOM","false","false","true","true","true","String","""max-zoom""","[]","Optional.empty","\android\hardware\Camera.java"
"EFFECT_AQUA","true","false","false","true","true","String","""aqua""","[]","Optional.empty","\android\hardware\Camera.java"
"FOCUS_DISTANCE_FAR_INDEX","true","false","false","true","true","int","2","[]","Optional[/**
 * The array index of far focus distance for use with
 * {@link #getFocusDistances(float[])}.
 */
]","\android\hardware\Camera.java"
"mWithBuffer","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\hardware\Camera.java"
"EFFECT_MONO","true","false","false","true","true","String","""mono""","[]","Optional.empty","\android\hardware\Camera.java"
"KEY_PREVIEW_FRAME_RATE","false","false","true","true","true","String","""preview-frame-rate""","[]","Optional.empty","\android\hardware\Camera.java"
"FOCUS_MODE_MACRO","true","false","false","true","true","String","""macro""","[]","Optional[/**
 * Macro (close-up) focus mode. Applications should call
 * {@link #autoFocus(AutoFocusCallback)} to start the focus in this
 * mode.
 */
]","\android\hardware\Camera.java"
"FLASH_MODE_OFF","true","false","false","true","true","String","""off""","[]","Optional[/**
 * Flash will not be fired.
 */
]","\android\hardware\Camera.java"
"PIXEL_FORMAT_JPEG","false","false","true","true","true","String","""jpeg""","[]","Optional.empty","\android\hardware\Camera.java"
"orientation","true","false","false","false","false","int","null","[]","Optional[/**
 * The orientation of the camera image. The value is the angle that the
 * camera image needs to be rotated clockwise so it shows correctly on
 * the display in its natural orientation. It should be 0, 90, 180, or 270.
 *
 * For example, suppose a device has a naturally tall screen. The
 * back-facing camera sensor is mounted in landscape. You are looking at
 * the screen. If the top side of the camera sensor is aligned with the
 * right edge of the screen in natural orientation, the value should be
 * 90. If the top side of a front-facing camera sensor is aligned with
 * the right of the screen, the value should be 270.
 *
 * @see #setDisplayOrientation(int)
 * @see Parameters#setRotation(int)
 * @see Parameters#setPreviewSize(int, int)
 * @see Parameters#setPictureSize(int, int)
 * @see Parameters#setJpegThumbnailSize(int, int)
 */
]","\android\hardware\Camera.java"
"SCENE_MODE_THEATRE","true","false","false","true","true","String","""theatre""","[]","Optional[/**
 * Take photos in a theater. Flash light is off.
 */
]","\android\hardware\Camera.java"
"PIXEL_FORMAT_YUV422I","false","false","true","true","true","String","""yuv422i-yuyv""","[]","Optional.empty","\android\hardware\Camera.java"
"KEY_PREFERRED_PREVIEW_SIZE_FOR_VIDEO","false","false","true","true","true","String","""preferred-preview-size-for-video""","[]","Optional.empty","\android\hardware\Camera.java"
"KEY_EFFECT","false","false","true","true","true","String","""effect""","[]","Optional.empty","\android\hardware\Camera.java"
"LOGV","false","false","false","true","true","boolean","DEBUG ? Config.LOGD : Config.LOGV","[]","Optional.empty","\android\net\http\HttpLog.java"
"DEBUG","false","false","true","true","true","boolean","false","[]","Optional.empty","\android\net\http\HttpLog.java"
"LOGTAG","false","false","true","true","true","String","""http""","[]","Optional.empty","\android\net\http\HttpLog.java"
"PANEL_BIT_DEPTH","true","false","false","true","true","float","24","[]","Optional[/**
 * Expected bit depth of the display panel.
 *
 * @hide
 */
]","\android\view\ViewConfiguration.java"
"EDGE_SLOP","false","false","true","true","true","int","12","[]","Optional[/**
 * Inset in pixels to look for touchable content when the user touches the edge of the screen
 */
]","\android\view\ViewConfiguration.java"
"SCROLL_BAR_SIZE","false","false","true","true","true","int","10","[]","Optional[/**
 * Defines the width of the horizontal scrollbar and the height of the vertical scrollbar in
 * pixels
 */
]","\android\view\ViewConfiguration.java"
"MINIMUM_FLING_VELOCITY","false","false","true","true","true","int","50","[]","Optional[/**
 * Minimum velocity to initiate a fling, as measured in pixels per second
 */
]","\android\view\ViewConfiguration.java"
"SCROLL_BAR_DEFAULT_DELAY","false","false","true","true","true","int","300","[]","Optional[/**
 * Default delay before the scrollbars fade in milliseconds
 */
]","\android\view\ViewConfiguration.java"
"JUMP_TAP_TIMEOUT","false","false","true","true","true","int","500","[]","Optional[/**
 * Defines the duration in milliseconds we will wait to see if a touch event
 * is a jump tap. If the user does not complete the jump tap within this interval, it is
 * considered to be a tap.
 */
]","\android\view\ViewConfiguration.java"
"OVERFLING_DISTANCE","false","false","true","true","true","int","6","[]","Optional[/**
 * Max distance to overfling for edge effects
 */
]","\android\view\ViewConfiguration.java"
"ALPHA_THRESHOLD","true","false","false","true","true","float","0.5f / PANEL_BIT_DEPTH","[]","Optional[/**
 * Minimum alpha required for a view to draw.
 *
 * @hide
 */
]","\android\view\ViewConfiguration.java"
"DOUBLE_TAP_TIMEOUT","false","false","true","true","true","int","300","[]","Optional[/**
 * Defines the duration in milliseconds between the first tap's up event and
 * the second tap's down event for an interaction to be considered a
 * double-tap.
 */
]","\android\view\ViewConfiguration.java"
"TOUCH_SLOP","false","false","true","true","true","int","16","[]","Optional[/**
 * Distance a touch can wander before we think the user is scrolling in pixels
 */
]","\android\view\ViewConfiguration.java"
"PAGING_TOUCH_SLOP","false","false","true","true","true","int","TOUCH_SLOP * 2","[]","Optional[/**
 * Distance a touch can wander before we think the user is attempting a paged scroll
 * (in dips)
 */
]","\android\view\ViewConfiguration.java"
"mMinimumFlingVelocity","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"sConfigurations","false","false","true","true","true","SparseArray<ViewConfiguration>","new SparseArray<ViewConfiguration>(2)","[]","Optional.empty","\android\view\ViewConfiguration.java"
"MAXIMUM_DRAWING_CACHE_SIZE","false","false","true","true","true","int","480 * 800 * 4","[@Deprecated]","Optional[/**
 * The maximum size of View's drawing cache, expressed in bytes. This size
 * should be at least equal to the size of the screen in ARGB888 format.
 */
]","\android\view\ViewConfiguration.java"
"mOverscrollDistance","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"TAP_TIMEOUT","false","false","true","true","true","int","115","[]","Optional[/**
 * Defines the duration in milliseconds we will wait to see if a touch event
 * is a tap or a scroll. If the user does not move within this interval, it is
 * considered to be a tap.
 */
]","\android\view\ViewConfiguration.java"
"mScrollbarSize","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"HOVER_TAP_TIMEOUT","false","false","true","true","true","int","150","[]","Optional[/**
 * Defines the maximum duration in milliseconds between a touch pad
 * touch and release for a given touch to be considered a tap (click) as
 * opposed to a hover movement gesture.
 */
]","\android\view\ViewConfiguration.java"
"MAXIMUM_FLING_VELOCITY","false","false","true","true","true","int","8000","[]","Optional[/**
 * Maximum velocity to initiate a fling, as measured in pixels per second
 */
]","\android\view\ViewConfiguration.java"
"SCROLL_BAR_FADE_DURATION","false","false","true","true","true","int","250","[]","Optional[/**
 * Duration of the fade when scrollbars fade away in milliseconds
 */
]","\android\view\ViewConfiguration.java"
"mMaximumFlingVelocity","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"OVERSCROLL_DISTANCE","false","false","true","true","true","int","0","[]","Optional[/**
 * Max distance to overscroll for edge effects
 */
]","\android\view\ViewConfiguration.java"
"mEdgeSlop","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"WINDOW_TOUCH_SLOP","false","false","true","true","true","int","16","[]","Optional[/**
 * Distance a touch needs to be outside of a window's bounds for it to
 * count as outside for purposes of dismissing the window.
 */
]","\android\view\ViewConfiguration.java"
"mOverflingDistance","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"GLOBAL_ACTIONS_KEY_TIMEOUT","false","false","true","true","true","int","500","[]","Optional[/**
 * Defines the duration in milliseconds a user needs to hold down the
 * appropriate button to bring up the global actions dialog (power off,
 * lock screen, etc).
 */
]","\android\view\ViewConfiguration.java"
"mDoubleTapSlop","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"ALPHA_THRESHOLD_INT","true","false","false","true","true","float","0x7f / PANEL_BIT_DEPTH","[]","Optional[/**
 * @hide
 */
]","\android\view\ViewConfiguration.java"
"DEFAULT_LONG_PRESS_TIMEOUT","false","false","true","true","true","int","500","[]","Optional[/**
 * Defines the default duration in milliseconds before a press turns into
 * a long press
 */
]","\android\view\ViewConfiguration.java"
"mMaximumDrawingCacheSize","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"mWindowTouchSlop","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"PRESSED_STATE_DURATION","false","false","true","true","true","int","125","[]","Optional[/**
 * Defines the duration in milliseconds of the pressed state in child
 * components.
 */
]","\android\view\ViewConfiguration.java"
"KEY_REPEAT_DELAY","false","false","true","true","true","int","50","[]","Optional[/**
 * Defines the time between successive key repeats in milliseconds.
 */
]","\android\view\ViewConfiguration.java"
"ZOOM_CONTROLS_TIMEOUT","false","false","true","true","true","int","3000","[]","Optional[/**
 * Defines the duration in milliseconds we want to display zoom controls in response
 * to a user panning within an application.
 */
]","\android\view\ViewConfiguration.java"
"mTouchSlop","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"FADING_EDGE_LENGTH","false","false","true","true","true","int","12","[]","Optional[/**
 * Defines the length of the fading edges in pixels
 */
]","\android\view\ViewConfiguration.java"
"HOVER_TAP_SLOP","false","false","true","true","true","int","20","[]","Optional[/**
 * Defines the maximum distance in pixels that a touch pad touch can move
 * before being released for it to be considered a tap (click) as opposed
 * to a hover movement gesture.
 */
]","\android\view\ViewConfiguration.java"
"mPagingTouchSlop","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"DOUBLE_TAP_SLOP","false","false","true","true","true","int","100","[]","Optional[/**
 * Distance between the first touch and second touch to still be considered a double tap
 */
]","\android\view\ViewConfiguration.java"
"mFadingEdgeLength","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\ViewConfiguration.java"
"SCROLL_FRICTION","false","false","true","true","true","float","0.015f","[]","Optional[/**
 * The coefficient of friction applied to flings/scrolls.
 */
]","\android\view\ViewConfiguration.java"
"CREATOR","true","false","false","true","true","Creator<AuthenticatorDescription>","new Creator<AuthenticatorDescription>() {

    /**
     * @inheritDoc
     */
    public AuthenticatorDescription createFromParcel(Parcel source) {
        return new AuthenticatorDescription(source);
    }

    /**
     * @inheritDoc
     */
    public AuthenticatorDescription[] newArray(int size) {
        return new AuthenticatorDescription[size];
    }
}","[]","Optional[/**
 * Used to create the object from a parcel.
 */
]","\android\accounts\AuthenticatorDescription.java"
"customTokens","true","false","false","false","true","boolean","null","[]","Optional[/**
 * Authenticator handles its own token caching and permission screen
 */
]","\android\accounts\AuthenticatorDescription.java"
"type","true","false","false","false","true","String","null","[]","Optional[/**
 * The string that uniquely identifies an authenticator
 */
]","\android\accounts\AuthenticatorDescription.java"
"smallIconId","true","false","false","false","true","int","null","[]","Optional[/**
 * A resource id of a smaller icon for the authenticator
 */
]","\android\accounts\AuthenticatorDescription.java"
"labelId","true","false","false","false","true","int","null","[]","Optional[/**
 * A resource id of a label for the authenticator that is suitable for displaying
 */
]","\android\accounts\AuthenticatorDescription.java"
"iconId","true","false","false","false","true","int","null","[]","Optional[/**
 * A resource id of a icon for the authenticator
 */
]","\android\accounts\AuthenticatorDescription.java"
"accountPreferencesId","true","false","false","false","true","int","null","[]","Optional[/**
 * A resource id for a hierarchy of PreferenceScreen to be added to the settings page for the
 * account. See {@link AbstractAccountAuthenticator} for an example.
 */
]","\android\accounts\AuthenticatorDescription.java"
"packageName","true","false","false","false","true","String","null","[]","Optional[/**
 * The package name that can be used to lookup the resources from above.
 */
]","\android\accounts\AuthenticatorDescription.java"
"mDurationSet","false","false","true","false","false","boolean","false","[]","Optional[/**
 * A flag indicating whether the duration has been set on this object. If not, we don't set
 * the duration on the underlying Animator, but instead just use its default duration.
 */
]","\android\view\ViewPropertyAnimator.java"
"SCALE_X","false","false","true","true","true","int","0x0004","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"SCALE_Y","false","false","true","true","true","int","0x0008","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"X","false","false","true","true","true","int","0x0080","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"Y","false","false","true","true","true","int","0x0100","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mNameConstant","false","false","false","false","false","int","null","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"ALPHA","false","false","true","true","true","int","0x0200","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mAnimatorEventListener","false","false","true","false","false","AnimatorEventListener","new AnimatorEventListener()","[]","Optional[/**
 * This listener is the mechanism by which the underlying Animator causes changes to the
 * properties currently being animated, as well as the cleanup after an animation is
 * complete.
 */
]","\android\view\ViewPropertyAnimator.java"
"mView","false","false","true","false","false","View","null","[]","Optional[/**
 * The View whose properties are being animated by this class. This is set at
 * construction time.
 */
]","\android\view\ViewPropertyAnimator.java"
"mAnimatorMap","false","false","true","false","false","HashMap<Animator,PropertyBundle>","new HashMap<Animator, PropertyBundle>()","[]","Optional[/**
 * This list tracks the list of properties being animated by any particular animator.
 * In most situations, there would only ever be one animator running at a time. But it is
 * possible to request some properties to animate together, then while those properties
 * are animating, to request some other properties to animate together. The way that
 * works is by having this map associate the group of properties being animated with the
 * animator handling the animation. On every update event for an Animator, we ask the
 * map for the associated properties and set them accordingly.
 */
]","\android\view\ViewPropertyAnimator.java"
"mFromValue","false","false","false","false","false","float","null","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"NONE","false","false","true","true","true","int","0x0000","[]","Optional[/**
 * Constants used to associate a property being requested and the mechanism used to set
 * the property (this class calls directly into View to set the properties in question).
 */
]","\android\view\ViewPropertyAnimator.java"
"mNameValuesHolder","false","false","false","false","false","ArrayList<NameValuesHolder>","null","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mPendingAnimations","false","false","false","false","false","ArrayList<NameValuesHolder>","new ArrayList<NameValuesHolder>()","[]","Optional[/**
 * This list holds the properties that have been asked to animate. We allow the caller to
 * request several animations prior to actually starting the underlying animator. This
 * enables us to run one single animator to handle several properties in parallel. Each
 * property is tossed onto the pending list until the animation actually starts (which is
 * done by posting it onto mView), at which time the pending list is cleared and the properties
 * on that list are added to the list of properties associated with that animator.
 */
]","\android\view\ViewPropertyAnimator.java"
"ROTATION","false","false","true","true","true","int","0x0010","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mDeltaValue","false","false","false","false","false","float","null","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mInterpolator","false","false","true","false","false","TimeInterpolator","null","[]","Optional[/**
 * The interpolator of the underlying Animator object. By default, we don't set the interpolator
 * on the Animator and just use its default interpolator. If the interpolator is ever set on
 * this Animator, then we use the interpolator that it was set to.
 */
]","\android\view\ViewPropertyAnimator.java"
"mDuration","false","false","true","false","false","long","null","[]","Optional[/**
 * The duration of the underlying Animator object. By default, we don't set the duration
 * on the Animator and just use its default duration. If the duration is ever set on this
 * Animator, then we use the duration that it was set to.
 */
]","\android\view\ViewPropertyAnimator.java"
"mPropertyMask","false","false","false","false","false","int","null","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mListener","false","false","true","false","false","Animator.AnimatorListener","null","[]","Optional[/**
 * Listener for the lifecycle events of the underlying
 */
]","\android\view\ViewPropertyAnimator.java"
"mInterpolatorSet","false","false","true","false","false","boolean","false","[]","Optional[/**
 * A flag indicating whether the interpolator has been set on this object. If not, we don't set
 * the interpolator on the underlying Animator, but instead just use its default interpolator.
 */
]","\android\view\ViewPropertyAnimator.java"
"TRANSLATION_X","false","false","true","true","true","int","0x0001","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"TRANSLATION_Y","false","false","true","true","true","int","0x0002","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"ROTATION_Y","false","false","true","true","true","int","0x0040","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"ROTATION_X","false","false","true","true","true","int","0x0020","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"TRANSFORM_MASK","false","false","true","true","true","int","TRANSLATION_X | TRANSLATION_Y | SCALE_X | SCALE_Y | ROTATION | ROTATION_X | ROTATION_Y | X | Y","[]","Optional.empty","\android\view\ViewPropertyAnimator.java"
"mAnimationStarter","false","false","true","false","false","Runnable","new Runnable() {

    @Override
    public void run() {
        startAnimation();
    }
}","[]","Optional[/**
 * The mechanism by which the user can request several properties that are then animated
 * together works by posting this Runnable to start the underlying Animator. Every time
 * a property animation is requested, we cancel any previous postings of the Runnable
 * and re-post it. This means that we will only ever run the Runnable (and thus start the
 * underlying animator) after the caller is done setting the properties that should be
 * animated together.
 */
]","\android\view\ViewPropertyAnimator.java"
"mEncoding","false","false","false","false","false","String","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mPostId","false","false","false","false","false","long","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_CACHE_TRANSACTION_TICKER","false","false","false","true","true","int","110","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"THREAD_NAME","false","false","true","true","true","String","""WebViewWorkerThread""","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"CACHE_TRANSACTION_TICKER_INTERVAL","false","false","true","true","true","int","60 * 1000","[]","Optional[// trigger transaction once a minute
]","\android\webkit\WebViewWorker.java"
"MSG_APPEND_CACHE","false","false","false","true","true","int","105","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mMimeType","false","false","false","false","false","String","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_TRIM_CACHE","false","false","false","true","true","int","108","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_PAUSE_CACHE_TRANSACTION","false","false","false","true","true","int","111","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_RESUME_CACHE_TRANSACTION","false","false","false","true","true","int","112","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mListener","false","false","false","false","false","LoadListener","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_REMOVE_CACHE","false","false","false","true","true","int","107","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_CREATE_CACHE","false","false","false","true","true","int","103","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_SAVE_CACHE","false","false","false","true","true","int","106","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_ADD_HTTPLOADER","false","false","false","true","true","int","102","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"sWorkerHandler","false","false","true","true","false","WebViewWorker","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mStatusCode","false","false","false","false","false","int","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mHeaders","false","false","false","false","false","Headers","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mCacheResultMap","false","false","true","true","false","Map<LoadListener,CacheManager.CacheResult>","new HashMap<LoadListener, CacheManager.CacheResult>()","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mCacheTickersBlocked","false","false","true","true","false","boolean","true","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_ADD_STREAMLOADER","false","false","false","true","true","int","101","[]","Optional[// message ids
]","\android\webkit\WebViewWorker.java"
"mChunk","false","false","false","false","false","ByteArrayBuilder.Chunk","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_CLEAR_CACHE","false","false","false","true","true","int","109","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"MSG_UPDATE_CACHE_ENCODING","false","false","false","true","true","int","104","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"mUrl","false","false","false","false","false","String","null","[]","Optional.empty","\android\webkit\WebViewWorker.java"
"CHARACTERS","true","false","false","true","true","char","new char[] { '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'a', 'm', 'p', ':', '/', '-', ' ' }","[]","Optional[/**
 * The characters that are used.
 *
 * @see KeyEvent#getMatch
 * @see #getAcceptedChars
 */
]","\android\text\method\DateTimeKeyListener.java"
"sInstance","false","false","true","true","false","DateTimeKeyListener","null","[]","Optional.empty","\android\text\method\DateTimeKeyListener.java"
"EXTRA_ALWAYS_RESET","true","false","false","true","true","String","""always_reset""","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mAlwaysReset","false","false","true","false","false","boolean","false","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mWakeLock","false","false","true","false","false","PowerManager.WakeLock","null","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mMountService","false","false","true","false","false","IMountService","null","[]","Optional[// Access using getMountService()
]","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mStorageManager","false","false","true","false","false","StorageManager","null","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mProgressDialog","false","false","true","false","false","ProgressDialog","null","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mStorageListener","false","false","false","false","false","StorageEventListener","new StorageEventListener() {

    @Override
    public void onStorageStateChanged(String path, String oldState, String newState) {
        Log.i(TAG, ""Received storage state changed notification that "" + path + "" changed state from "" + oldState + "" to "" + newState);
        updateProgressState();
    }
}","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"FORMAT_AND_FACTORY_RESET","true","false","false","true","true","String","""com.android.internal.os.storage.FORMAT_AND_FACTORY_RESET""","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"TAG","false","false","false","true","true","String","""ExternalStorageFormatter""","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mFactoryReset","false","false","true","false","false","boolean","false","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mStorageVolume","false","false","true","false","false","StorageVolume","null","[]","Optional[// If non-null, the volume to format. Otherwise, will use the default external storage directory
]","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"COMPONENT_NAME","true","false","false","true","true","ComponentName","new ComponentName(""android"", ExternalStorageFormatter.class.getName())","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"FORMAT_ONLY","true","false","false","true","true","String","""com.android.internal.os.storage.FORMAT_ONLY""","[]","Optional.empty","\com\android\internal\os\storage\ExternalStorageFormatter.java"
"mDialog","false","false","true","false","false","AlertDialog","null","[]","Optional.empty","\com\android\internal\view\menu\MenuDialogHelper.java"
"mMenu","false","false","true","false","false","MenuBuilder","null","[]","Optional.empty","\com\android\internal\view\menu\MenuDialogHelper.java"
"mAdapter","false","false","true","false","false","ListAdapter","null","[]","Optional.empty","\com\android\internal\view\menu\MenuDialogHelper.java"
"STATS_SINCE_UNPLUGGED","true","false","false","true","true","int","3","[]","Optional[/**
 * Include only the run since the last time the device was unplugged in the stats.
 */
]","\android\os\BatteryStats.java"
"STATE_DATA_CONNECTION_MASK","true","false","false","true","true","int","0x000f000","[]","Optional[// Constants from DATA_CONNECTION_*
]","\android\os\BatteryStats.java"
"shift","true","false","false","false","true","int","null","[]","Optional.empty","\android\os\BatteryStats.java"
"BYTES_PER_GB","false","false","true","true","true","long","1073741824","[]","Optional[// 1024^3
]","\android\os\BatteryStats.java"
"DATA_CONNECTION_UMTS","true","false","false","true","true","int","3","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_HSUPA","true","false","false","true","true","int","9","[]","Optional.empty","\android\os\BatteryStats.java"
"SENSOR","true","false","false","true","true","int","3","[]","Optional[/**
 * A constant indicating a sensor timer.
 */
]","\android\os\BatteryStats.java"
"NUM_DATA_CONNECTION_TYPES","true","false","false","true","true","int","DATA_CONNECTION_OTHER + 1","[]","Optional.empty","\android\os\BatteryStats.java"
"SENSOR_DATA","false","false","true","true","true","String","""sr""","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_TIME_DATA","false","false","true","true","true","String","""dct""","[]","Optional.empty","\android\os\BatteryStats.java"
"batteryPlugType","true","false","false","false","false","byte","null","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_NONE","true","false","false","true","true","int","0","[]","Optional.empty","\android\os\BatteryStats.java"
"STATS_CURRENT","true","false","false","true","true","int","2","[]","Optional[/**
 * Include only the current run in the stats.
 */
]","\android\os\BatteryStats.java"
"DATA_CONNECTION_GPRS","true","false","false","true","true","int","1","[]","Optional.empty","\android\os\BatteryStats.java"
"BATTERY_STATS_CHECKIN_VERSION","false","false","true","true","true","int","5","[]","Optional[/**
 * Bump the version on this if the checkin format changes.
 */
]","\android\os\BatteryStats.java"
"USER_ACTIVITY_DATA","false","false","true","true","true","String","""ua""","[]","Optional.empty","\android\os\BatteryStats.java"
"overTime","true","false","false","false","false","long","null","[]","Optional.empty","\android\os\BatteryStats.java"
"VIDEO_TURNED_ON","true","false","false","true","true","int","8","[]","Optional[/**
 * A constant indicating a video turn on timer
 */
]","\android\os\BatteryStats.java"
"SCREEN_BRIGHTNESS_DIM","true","false","false","true","true","int","1","[]","Optional.empty","\android\os\BatteryStats.java"
"STATE_WAKE_LOCK_FLAG","true","false","false","true","true","int","1 << 17","[]","Optional.empty","\android\os\BatteryStats.java"
"STATE_DATA_CONNECTION_SHIFT","true","false","false","true","true","int","12","[]","Optional.empty","\android\os\BatteryStats.java"
"STATE_AUDIO_ON_FLAG","true","false","false","true","true","int","1 << 19","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_LTE","true","false","false","true","true","int","13","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_IDEN","true","false","false","true","true","int","11","[]","Optional.empty","\android\os\BatteryStats.java"
"mFormatter","false","false","true","false","true","Formatter","new Formatter(mFormatBuilder)","[]","Optional.empty","\android\os\BatteryStats.java"
"mWakeSum","true","false","false","false","false","long","null","[]","Optional.empty","\android\os\BatteryStats.java"
"SCREEN_BRIGHTNESS_MEDIUM","true","false","false","true","true","int","2","[]","Optional.empty","\android\os\BatteryStats.java"
"LOCAL_LOGV","false","false","true","true","true","boolean","false","[]","Optional.empty","\android\os\BatteryStats.java"
"CMD_START","true","false","false","true","true","byte","1","[]","Optional.empty","\android\os\BatteryStats.java"
"SCREEN_BRIGHTNESS_LIGHT","true","false","false","true","true","int","3","[]","Optional.empty","\android\os\BatteryStats.java"
"DATA_CONNECTION_EHRPD","true","false","false","true","true","int","14","[]","Optional.empty","\android\os\BatteryStats.java"
"GPS","true","false","false","true","true","int","-10000","[]","Optional[// Magic sensor number for the GPS.
]","\android\os\BatteryStats.java"
"STATE_PHONE_IN_CALL_FLAG","true","false","false","true","true","int","1 << 27","[]","Optional.empty","\android\os\BatteryStats.java"
"UID_DATA","false","false","true","true","true","String","""uid""","[]","Optional.empty","\android\os\BatteryStats.java"
"STATE_PHONE_SCANNING_FLAG","true","false","false","true","true","int","1 << 26","[]","Optional.empty","\android\os\BatteryStats.java"
"STATE_PHONE_STATE_SHIFT","true","false","false","true","true","int","8","[]","Optional.empty","\android\os\BatteryStats.java"
"STATS_LAST","true","false","false","true","true","int","1","[]","Optional[/**
 * Include only the last run in the stats.
 */
]","\android\os\BatteryStats.java"
"STATE_BRIGHTNESS_SHIFT","true","false","false","true","true","int","0","[]","Optional.empty","\android\os\BatteryStats.java"
