"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Class"
"CUSTOM_RINGTONE","true","false","false","true","true","String","""custom_ringtone""","[@Deprecated]","Optional[/**
 * A custom ringtone associated with a person. Not always present.
 * <P>Type: TEXT (URI to the ringtone)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TERTIARY_PHONE_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_PHONE_TYPE","[@Deprecated]","Optional[/**
 * The extra field for an optional third contact phone number type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.PhonesColumns PhonesColumns},
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_GOOGLE_TALK","true","false","false","true","true","int","5","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"ICQ","false","false","false","false","false","String","""ICQ""","[]","Optional.empty","\android\provider\Contacts.java"
"GROUP_SYNC_ACCOUNT","true","false","false","true","true","String","""group_sync_account""","[@Deprecated]","Optional[/**
 * The account of the group.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"_SYNC_ACCOUNT","true","false","false","true","true","String","""_sync_account""","[@Deprecated]","Optional[/**
 * The _SYNC_ACCOUNT to which this setting corresponds. This may be null.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SEARCH_SUGGESTION_CREATE_CONTACT_CLICKED","true","false","false","true","true","String","ContactsContract.Intents.SEARCH_SUGGESTION_CREATE_CONTACT_CLICKED","[@Deprecated]","Optional[/**
 * This is the intent that is fired when a search suggestion for creating a contact
 * is clicked on.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PHONE_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.PHONE_TYPE","[@Deprecated]","Optional[/**
 * The extra field for the contact phone number type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.PhonesColumns PhonesColumns},
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"MOBILE_EMAIL_TYPE_NAME","true","false","false","true","true","String","""_AUTO_CELL""","[@Deprecated]","Optional[/**
 * @hide This is temporal. TYPE_MOBILE should be added to TYPE in the future.
 * This is not ""mobile"" but ""CELL"" since vCard uses it for identifying mobile phone.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"LAST_TIME_CONTACTED","true","false","false","true","true","String","""last_time_contacted""","[@Deprecated]","Optional[/**
 * The last time a person was contacted.
 * <P>Type: INTEGER</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PHONETIC_NAME","true","false","false","true","true","String","ContactsContract.Intents.Insert.PHONETIC_NAME","[@Deprecated]","Optional[/**
 * The extra field for the contact phonetic name.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PHOTO_VERSION","true","false","false","true","true","String","""photo_version""","[@Deprecated]","Optional[/**
 * The server version of the photo
 * <P>Type: TEXT (the version number portion of the photo URI)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_MSN","true","false","false","true","true","int","1","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRIORITY","false","false","false","false","false","String","""priority""","[]","Optional[/**
 * The priority, an integer, used by XMPP presence
 * <P>Type: INTEGER</P>
 */
]","\android\provider\Contacts.java"
"DO_NOT_DISTURB","false","false","false","false","false","int","ContactsContract.StatusUpdates.DO_NOT_DISTURB","[]","Optional.empty","\android\provider\Contacts.java"
"EMAIL","true","false","false","true","true","String","ContactsContract.Intents.Insert.EMAIL","[@Deprecated]","Optional[/**
 * The extra field for the contact email address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"GROUPS_PROJECTION","false","false","true","true","true","String","new String[] { Groups._ID }","[]","Optional.empty","\android\provider\Contacts.java"
"CONTENT_ITEM_TYPE","true","false","false","true","true","String","""vnd.android.cursor.item/contact_extensions""","[@Deprecated]","Optional[/**
 * The MIME type of a {@link #CONTENT_URI} subdirectory of a single
 * phone.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"LABEL","true","false","false","true","true","String","""label""","[@Deprecated]","Optional[/**
 * The user provided label, only used if TYPE is TYPE_CUSTOM.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"NUMBER","true","false","false","true","true","String","""number""","[@Deprecated]","Optional[/**
 * The phone number as the user entered it.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EXTRA_FORCE_CREATE","true","false","false","true","true","String","ContactsContract.Intents.EXTRA_FORCE_CREATE","[@Deprecated]","Optional[/**
 * Used with {@link #SHOW_OR_CREATE_CONTACT} to force creating a new
 * contact if no matching contact found. Otherwise, default behavior is
 * to prompt user with dialog before creating.
 * <p>
 * Type: BOOLEAN
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TYPE_PAGER","true","false","false","true","true","int","6","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"NAME","true","false","false","true","true","String","ContactsContract.Intents.Insert.NAME","[@Deprecated]","Optional[/**
 * The extra field for the contact name.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"_SYNC_ACCOUNT_TYPE","true","false","false","true","true","String","""_sync_account_type""","[@Deprecated]","Optional[/**
 * The _SYNC_ACCOUNT_TYPE to which this setting corresponds. This may be null.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"FULL_MODE","true","false","false","true","true","String","ContactsContract.Intents.Insert.FULL_MODE","[@Deprecated]","Optional[/**
 * If present, forces a bypass of quick insert mode.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PERSON_ID","true","false","false","true","true","String","""person""","[@Deprecated]","Optional[/**
 * The ID of the person this phone number is assigned to.
 * <P>Type: INTEGER (long)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SECONDARY_PHONE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_PHONE","[@Deprecated]","Optional[/**
 * The extra field for an optional second contact phone number.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_POSTAL_TYPE","true","false","false","true","true","String","""vnd.android.cursor.dir/postal-address""","[@Deprecated]","Optional[/**
 * The MIME type of a {@link #CONTENT_EMAIL_URI} sub-directory of
 * multiple {@link Contacts#KIND_POSTAL} entries.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"NOTES","true","false","false","true","true","String","ContactsContract.Intents.Insert.NOTES","[@Deprecated]","Optional[/**
 * The extra field for the contact notes.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SHOULD_SYNC","true","false","false","true","true","String","""should_sync""","[@Deprecated]","Optional[/**
 * Whether this group should be synced if the SYNC_EVERYTHING settings is false
 * for this group's account.
 * <P>Type: INTEGER (boolean)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"KIND_POSTAL","true","false","false","true","true","int","2","[@Deprecated]","Optional[/**
 * Signifies a postal address row that is stored in the ContactMethods table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"KIND_ORGANIZATION","true","false","false","true","true","int","4","[@Deprecated]","Optional[/**
 * Signifies an Organization row that is stored in the Organizations table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"RAW_CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/groupmembershipraw"")","[@Deprecated]","Optional[/**
 * The content:// style URL for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"AWAY","false","false","false","false","false","int","ContactsContract.StatusUpdates.AWAY","[]","Optional.empty","\android\provider\Contacts.java"
"AVAILABLE","false","false","false","false","false","int","ContactsContract.StatusUpdates.AVAILABLE","[]","Optional.empty","\android\provider\Contacts.java"
"ACTION","true","false","false","true","true","String","ContactsContract.Intents.Insert.ACTION","[@Deprecated]","Optional[/**
 * The action code to use when adding a contact
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"ISPRIMARY","true","false","false","true","true","String","""isprimary""","[@Deprecated]","Optional[/**
 * Whether this is the primary organization
 * <P>Type: INTEGER (if set, non-0 means true)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_FILTER_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/people/filter"")","[@Deprecated]","Optional[/**
 * The content:// style URL for filtering people by name. The filter
 * argument should be passed as an additional path segment after this URI.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_QQ","true","false","false","true","true","int","4","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TITLE","true","false","false","true","true","String","""title""","[@Deprecated]","Optional[/**
 * The title within this organization.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EXTRA_TARGET_RECT","true","false","false","true","true","String","ContactsContract.Intents.EXTRA_TARGET_RECT","[@Deprecated]","Optional[/**
 * Optional extra used with {@link #SHOW_OR_CREATE_CONTACT} to specify a
 * dialog location using screen coordinates. When not specified, the
 * dialog will be centered.
 *
 * @hide pending API council review
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_FILTER_URL","true","false","false","true","true","Uri","Uri.parse(""content://contacts/phones/filter"")","[@Deprecated]","Optional[/**
 * The content:// style URL for filtering phone numbers
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EMAIL_ISPRIMARY","true","false","false","true","true","String","ContactsContract.Intents.Insert.EMAIL_ISPRIMARY","[@Deprecated]","Optional[/**
 * The extra field for the email isprimary flag.
 * <P>Type: boolean</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SEARCH_SUGGESTION_DIAL_NUMBER_CLICKED","true","false","false","true","true","String","ContactsContract.Intents.SEARCH_SUGGESTION_DIAL_NUMBER_CLICKED","[@Deprecated]","Optional[/**
 * This is the intent that is fired when a search suggestion for dialing a number
 * is clicked on.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SEND_TO_VOICEMAIL","true","false","false","true","true","String","""send_to_voicemail""","[@Deprecated]","Optional[/**
 * Whether the person should always be sent to voicemail. Not always
 * present.
 * <P>Type: INTEGER (0 for false, 1 for true)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_YAHOO","true","false","false","true","true","int","2","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"LIST_STREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_STREQUENT_ACTION","[@Deprecated]","Optional[/**
 * The action for the ""strequent"" contacts list tab. It first lists the starred
 * contacts in alphabetical order and then the frequent contacts in descending
 * order of the number of times they have been contacted.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EXTRA_CREATE_DESCRIPTION","true","false","false","true","true","String","ContactsContract.Intents.EXTRA_CREATE_DESCRIPTION","[@Deprecated]","Optional[/**
 * Used with {@link #SHOW_OR_CREATE_CONTACT} to specify an exact
 * description to be shown when prompting user about creating a new
 * contact.
 * <p>
 * Type: STRING
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TYPE","true","false","false","true","true","String","""type""","[@Deprecated]","Optional[/**
 * The type of the organizations.
 * <P>Type: INTEGER (one of the constants below)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SECONDARY_EMAIL","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_EMAIL","[@Deprecated]","Optional[/**
 * The extra field for an optional second contact email address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"DEFAULT_SORT_ORDER","true","false","false","true","true","String","""person, name ASC""","[@Deprecated]","Optional[/**
 * The default sort order for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"LIST_FREQUENT_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_FREQUENT_ACTION","[@Deprecated]","Optional[/**
 * The action for the frequent contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"YAHOO","false","false","false","false","false","String","""Yahoo""","[]","Optional[// 
]","\android\provider\Contacts.java"
"AIM","false","false","false","false","false","String","""AIM""","[]","Optional.empty","\android\provider\Contacts.java"
"AUTHORITY","true","false","false","true","true","String","""contacts""","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"COMPANY","true","false","false","true","true","String","ContactsContract.Intents.Insert.COMPANY","[@Deprecated]","Optional[/**
 * The extra field for the contact company.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"IM_PROTOCOL","true","false","false","true","true","String","ContactsContract.Intents.Insert.IM_PROTOCOL","[@Deprecated]","Optional[/**
 * The extra field for the IM protocol
 * <P>Type: the result of {@link Contacts.ContactMethods#encodePredefinedImProtocol}
 * or {@link Contacts.ContactMethods#encodeCustomImProtocol}.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"INVISIBLE","false","false","false","false","false","int","ContactsContract.StatusUpdates.INVISIBLE","[]","Optional.empty","\android\provider\Contacts.java"
"PROTOCOL_AIM","true","false","false","true","true","int","0","[@Deprecated]","Optional[/**
 * The predefined IM protocol types. The protocol can either be non-present, one
 * of these types, or a free-form string. These cases are encoded in the AUX_DATA
 * column as:
 * - null
 * - pre:<an integer, one of the protocols below>
 * - custom:<a string>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRIMARY_ORGANIZATION_ID","true","false","false","true","true","String","""primary_organization""","[@Deprecated]","Optional[/**
 * The ID of the persons preferred organization.
 * <P>Type: INTEGER (foreign key to organizations table on the
 * _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRIMARY_PHONE_ID","true","false","false","true","true","String","""primary_phone""","[@Deprecated]","Optional[/**
 * The ID of the persons preferred phone number.
 * <P>Type: INTEGER (foreign key to phones table on the _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRESENCE_STATUS","false","false","false","false","false","String","ContactsContract.StatusUpdates.PRESENCE","[]","Optional[/**
 * The server defined status.
 * <P>Type: INTEGER (one of the values below)</P>
 */
]","\android\provider\Contacts.java"
"TIMES_CONTACTED","true","false","false","true","true","String","""times_contacted""","[@Deprecated]","Optional[/**
 * The number of times a person has been contacted
 * <P>Type: INTEGER</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TYPE_OTHER","true","false","false","true","true","int","2","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"IM_ACCOUNT","true","false","false","true","true","String","""im_account""","[@Deprecated]","Optional[/**
 * The IM account for the local user that the presence data came from.
 * <P>Type: STRING</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"ATTACH_IMAGE","true","false","false","true","true","String","ContactsContract.Intents.ATTACH_IMAGE","[@Deprecated]","Optional[/**
 * Starts an Activity that lets the user pick a contact to attach an image to.
 * After picking the contact it launches the image cropper in face detection mode.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/extensions"")","[@Deprecated]","Optional[/**
 * The content:// style URL for this table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"GROUP_SYNC_ACCOUNT_TYPE","true","false","false","true","true","String","""group_sync_account_type""","[@Deprecated]","Optional[/**
 * The account type of the group.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EMAIL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.EMAIL_TYPE","[@Deprecated]","Optional[/**
 * The extra field for the contact email type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"JABBER","false","false","false","false","false","String","""JABBER""","[]","Optional.empty","\android\provider\Contacts.java"
"IM_ISPRIMARY","true","false","false","true","true","String","ContactsContract.Intents.Insert.IM_ISPRIMARY","[@Deprecated]","Optional[/**
 * The extra field for the IM isprimary flag.
 * <P>Type: boolean</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"POSTAL_LOCATION_LATITUDE","true","false","false","true","true","String","DATA","[@Deprecated]","Optional[/**
 * The column with latitude data for postal locations
 * <P>Type: REAL</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"EXISTS_ON_SERVER","true","false","false","true","true","String","""exists_on_server""","[@Deprecated]","Optional[/**
 * non-zero if this photo is known to exist on the server
 * <P>Type: INTEGER(boolean)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"JOB_TITLE","true","false","false","true","true","String","ContactsContract.Intents.Insert.JOB_TITLE","[@Deprecated]","Optional[/**
 * The extra field for the contact job title.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_DIRECTORY","true","false","false","true","true","String","""photo""","[@Deprecated]","Optional[/**
 * The directory twig for this sub-table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"STARRED","true","false","false","true","true","String","""starred""","[@Deprecated]","Optional[/**
 * Is the contact starred?
 * <P>Type: INTEGER (boolean)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"MSN","false","false","false","false","false","String","""MSN""","[]","Optional.empty","\android\provider\Contacts.java"
"TERTIARY_EMAIL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.TERTIARY_EMAIL_TYPE","[@Deprecated]","Optional[/**
 * The extra field for an optional third contact email type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TAG","false","false","true","true","true","String","""Contacts""","[]","Optional.empty","\android\provider\Contacts.java"
"GROUP_ANDROID_STARRED","true","false","false","true","true","String","""Starred in Android""","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"GTALK","false","false","false","false","false","String","""GTalk""","[]","Optional.empty","\android\provider\Contacts.java"
"TYPE_FAX_WORK","true","false","false","true","true","int","4","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"VALUE","true","false","false","true","true","String","""value""","[@Deprecated]","Optional[/**
 * The value of this extension. May not be null.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"LIST_STARRED_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_STARRED_ACTION","[@Deprecated]","Optional[/**
 * The action for the starred contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"POSTAL_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.POSTAL_TYPE","[@Deprecated]","Optional[/**
 * The extra field for the contact postal address type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.ContactMethodsColumns ContactMethodsColumns}
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"KIND_PHONE","true","false","false","true","true","int","5","[@Deprecated]","Optional[/**
 * Signifies an Phone row that is stored in the Phones table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_ICQ","true","false","false","true","true","int","6","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"XMPP","false","false","false","false","false","String","""XMPP""","[]","Optional.empty","\android\provider\Contacts.java"
"LIST_ALL_CONTACTS_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.LIST_ALL_CONTACTS_ACTION","[@Deprecated]","Optional[/**
 * The action for the all contacts list tab.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SORT_STRING","true","false","false","true","true","String","""sort_string""","[@Deprecated]","Optional[/**
 * The field for sorting list phonetically. The content of this field
 * may not be human readable but phonetically sortable.
 * <P>Type: TEXT</p>
 * @hide Used only in Contacts application for now.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_EMAIL_ITEM_TYPE","true","false","false","true","true","String","""vnd.android.cursor.item/email""","[@Deprecated]","Optional[/**
 * The MIME type of a {@link #CONTENT_URI} sub-directory of a single
 * {@link Contacts#KIND_EMAIL} entry.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRIMARY_EMAIL_ID","true","false","false","true","true","String","""primary_email""","[@Deprecated]","Optional[/**
 * The ID of the persons preferred email.
 * <P>Type: INTEGER (foreign key to contact_methods table on the
 * _ID field)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PROTOCOL_JABBER","true","false","false","true","true","int","7","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TYPE_FAX_HOME","true","false","false","true","true","int","5","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TYPE_MOBILE","true","false","false","true","true","int","2","[@Deprecated]","Optional[/**
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"DATA","true","false","false","true","true","String","""data""","[@Deprecated]","Optional[/**
 * The image data, or null if there is no image.
 * <P>Type: BLOB</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SYNC_EVERYTHING","true","false","false","true","true","String","""syncEverything""","[@Deprecated]","Optional[/**
 * A setting that is used to indicate if we should sync down all groups for the
 * specified account. For this setting the _SYNC_ACCOUNT column must be set.
 * If this isn't set then we will only sync the groups whose SHOULD_SYNC column
 * is set to true.
 * <p>
 * This is a boolean setting. It is true if it is set and it is anything other than the
 * emptry string or ""0"".
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"KIND","true","false","false","true","true","String","""kind""","[@Deprecated]","Optional[/**
 * The kind of the the contact method. For example, email address,
 * postal address, etc.
 * <P>Type: INTEGER (one of the values below)</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PRESENCE_CUSTOM_STATUS","false","false","false","false","false","String","ContactsContract.StatusUpdates.STATUS","[]","Optional[/**
 * The user defined status line.
 * <P>Type: TEXT</P>
 */
]","\android\provider\Contacts.java"
"GROUP_NAME_EXTRA_KEY","true","false","false","true","true","String","ContactsContract.Intents.UI.GROUP_NAME_EXTRA_KEY","[@Deprecated]","Optional[/**
 * When in LIST_GROUP_ACTION mode, this is the group to display.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"OFFLINE","false","false","false","false","false","int","ContactsContract.StatusUpdates.OFFLINE","[]","Optional[/**
 * Presence Status definition
 */
]","\android\provider\Contacts.java"
"SECONDARY_PHONE_TYPE","true","false","false","true","true","String","ContactsContract.Intents.Insert.SECONDARY_PHONE_TYPE","[@Deprecated]","Optional[/**
 * The extra field for an optional second contact phone number type.
 * <P>Type: Either an integer value from {@link android.provider.Contacts.PhonesColumns PhonesColumns},
 * or a string specifying a custom label.</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"SYNC_ERROR","true","false","false","true","true","String","""sync_error""","[@Deprecated]","Optional[/**
 * Contains the description of the upload or download error from
 * the previous attempt. If null then the previous attempt succeeded.
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"KIND_EMAIL","true","false","false","true","true","int","1","[@Deprecated]","Optional[/**
 * Signifies an email address row that is stored in the ContactMethods table
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"CONTENT_EMAIL_URI","true","false","false","true","true","Uri","Uri.parse(""content://contacts/contact_methods/email"")","[@Deprecated]","Optional[/**
 * The content:// style URL for sub-directory of e-mail addresses.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"PHONE","true","false","false","true","true","String","ContactsContract.Intents.Insert.PHONE","[@Deprecated]","Optional[/**
 * The extra field for the contact phone number.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"POSTAL","true","false","false","true","true","String","ContactsContract.Intents.Insert.POSTAL","[@Deprecated]","Optional[/**
 * The extra field for the contact postal address.
 * <P>Type: String</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"NUMBER_KEY","true","false","false","true","true","String","""number_key""","[@Deprecated]","Optional[/**
 * The normalized phone number
 * <P>Type: TEXT</P>
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"TITLE_EXTRA_KEY","true","false","false","true","true","String","ContactsContract.Intents.UI.TITLE_EXTRA_KEY","[@Deprecated]","Optional[/**
 * A key for to be used as an intent extra to set the activity
 * title to a custom String value.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
"FILTER_CONTACTS_ACTION","true","false","false","true","true","String","ContactsContract.Intents.UI.FILTER_CONTACTS_ACTION","[@Deprecated]","Optional[/**
 * Activity Action: Display a filtered list of contacts
 * <p>
 * Input: Extra field {@link #FILTER_TEXT_EXTRA_KEY} is the text to use for
 * filtering
 * <p>
 * Output: Nothing.
 * @deprecated see {@link android.provider.ContactsContract}
 */
]","\android\provider\Contacts.java"
